participant,image_file,estimation_response,block
sub_589,exp1.png,81.0,6
sub_589,exp2.png,22.0,6
sub_589,exp3.png,32.0,6
sub_589,exp4.png,73.0,7
sub_589,exp1.png,90.0,12
sub_589,exp2.png,50.0,12
sub_589,exp3.png,50.0,13
sub_589,exp4.png,50.0,13
sub_589,exp1.png,99.0,18
sub_589,exp2.png,1.0,19
sub_589,exp3.png,50.0,19
sub_589,exp4.png,50.0,19
sub_589,exp1.png,50.0,25
sub_589,exp2.png,50.0,25
sub_589,exp3.png,50.0,25
sub_589,exp4.png,50.0,25
sub_589,exp1.png,18.0,31
sub_589,exp2.png,13.0,31
sub_589,exp3.png,67.0,31
sub_589,exp4.png,72.0,32
sub_589,exp1.png,15.0,37
sub_589,exp2.png,88.0,37
sub_589,exp3.png,71.0,38
sub_589,exp4.png,9.0,38
sub_589,exp1.png,50.0,43
sub_589,exp2.png,50.0,44
sub_589,exp3.png,50.0,44
sub_589,exp4.png,8.0,44
