participant,image_file,estimation_response,block
sub_588,exp1.png,50.0,6
sub_588,exp3.png,23.0,6
sub_588,exp4.png,76.0,7
sub_588,exp1.png,21.0,12
sub_588,exp2.png,81.0,12
sub_588,exp3.png,71.0,13
sub_588,exp4.png,31.0,13
sub_588,exp1.png,69.0,18
sub_588,exp2.png,34.0,19
sub_588,exp3.png,64.0,19
sub_588,exp4.png,35.0,19
sub_588,exp1.png,10.0,25
sub_588,exp2.png,95.0,25
sub_588,exp3.png,5.0,25
sub_588,exp4.png,95.0,25
sub_588,exp1.png,6.0,31
sub_588,exp2.png,95.0,31
sub_588,exp3.png,100.0,31
sub_588,exp4.png,2.0,32
sub_588,exp1.png,13.0,37
sub_588,exp3.png,87.0,38
sub_588,exp4.png,18.0,38
sub_588,exp1.png,14.0,43
sub_588,exp2.png,96.0,44
sub_588,exp3.png,20.0,44
sub_588,exp4.png,83.0,44
