participant,image_file,estimation_response,block
sub_258,exp1.png,83.0,6
sub_258,exp2.png,30.0,6
sub_258,exp3.png,80.0,6
sub_258,exp4.png,13.0,7
sub_258,exp1.png,69.0,12
sub_258,exp2.png,39.0,12
sub_258,exp3.png,61.0,13
sub_258,exp4.png,36.0,13
sub_258,exp1.png,80.0,18
sub_258,exp2.png,15.0,19
sub_258,exp3.png,88.0,19
sub_258,exp4.png,11.0,19
sub_258,exp1.png,88.0,25
sub_258,exp2.png,12.0,25
sub_258,exp3.png,24.0,25
sub_258,exp4.png,85.0,25
sub_258,exp1.png,68.0,31
sub_258,exp2.png,25.0,31
sub_258,exp3.png,35.0,31
sub_258,exp4.png,70.0,32
sub_258,exp1.png,71.0,37
sub_258,exp2.png,11.0,37
sub_258,exp3.png,35.0,38
sub_258,exp4.png,83.0,38
