participant,image_file,estimation_response,block
sub_571,exp3.png,18.0,6
sub_571,exp4.png,82.0,7
sub_571,exp1.png,64.0,12
sub_571,exp2.png,64.0,12
sub_571,exp3.png,32.0,13
sub_571,exp4.png,64.0,13
sub_571,exp1.png,36.0,18
sub_571,exp2.png,99.0,19
sub_571,exp3.png,12.0,19
sub_571,exp4.png,84.0,19
sub_571,exp1.png,33.0,25
sub_571,exp2.png,85.0,25
sub_571,exp4.png,78.0,25
sub_571,exp1.png,27.0,31
sub_571,exp2.png,77.0,31
sub_571,exp3.png,15.0,31
sub_571,exp4.png,79.0,32
sub_571,exp1.png,48.0,37
sub_571,exp3.png,20.0,38
