participant,image_file,estimation_response,block
sub_809,exp1.png,94.0,6
sub_809,exp2.png,15.0,6
sub_809,exp3.png,74.0,6
sub_809,exp4.png,25.0,7
sub_809,exp1.png,96.0,12
sub_809,exp2.png,2.0,12
sub_809,exp3.png,69.0,13
sub_809,exp4.png,17.0,13
sub_809,exp1.png,53.0,18
sub_809,exp2.png,53.0,19
sub_809,exp3.png,51.0,19
sub_809,exp1.png,92.0,25
sub_809,exp2.png,3.0,25
sub_809,exp3.png,94.0,25
sub_809,exp4.png,7.0,25
sub_809,exp1.png,59.0,31
sub_809,exp2.png,45.0,31
sub_809,exp3.png,67.0,31
sub_809,exp4.png,37.0,32
sub_809,exp1.png,21.0,37
sub_809,exp2.png,78.0,37
sub_809,exp3.png,49.0,38
