participant,image_file,estimation_response,block
sub_257,exp1.png,77.0,6
sub_257,exp2.png,30.0,6
sub_257,exp3.png,66.0,6
sub_257,exp4.png,36.0,7
sub_257,exp1.png,100.0,12
sub_257,exp2.png,5.0,12
sub_257,exp3.png,98.0,13
sub_257,exp4.png,8.0,13
sub_257,exp1.png,85.0,18
sub_257,exp2.png,20.0,19
sub_257,exp3.png,75.0,19
sub_257,exp4.png,19.0,19
sub_257,exp1.png,78.0,25
sub_257,exp2.png,17.0,25
sub_257,exp3.png,75.0,25
sub_257,exp4.png,21.0,25
sub_257,exp1.png,82.0,31
sub_257,exp2.png,8.0,31
sub_257,exp3.png,78.0,31
sub_257,exp4.png,21.0,32
sub_257,exp1.png,81.0,37
sub_257,exp2.png,23.0,37
sub_257,exp3.png,78.0,38
sub_257,exp4.png,24.0,38
