participant,image_file,estimation_response,block
sub_115,exp1.png,50.0,6
sub_115,exp2.png,47.0,6
sub_115,exp3.png,50.0,6
sub_115,exp4.png,69.0,7
sub_115,exp1.png,51.0,12
sub_115,exp2.png,51.0,12
sub_115,exp3.png,48.0,13
sub_115,exp4.png,54.0,13
sub_115,exp1.png,48.0,18
sub_115,exp2.png,52.0,19
sub_115,exp3.png,49.0,19
sub_115,exp4.png,52.0,19
sub_115,exp1.png,26.0,25
sub_115,exp2.png,32.0,25
sub_115,exp3.png,28.0,25
sub_115,exp4.png,28.0,25
sub_115,exp1.png,46.0,31
sub_115,exp2.png,47.0,31
sub_115,exp3.png,47.0,31
sub_115,exp4.png,48.0,32
sub_115,exp1.png,46.0,37
sub_115,exp2.png,46.0,37
sub_115,exp3.png,46.0,38
sub_115,exp4.png,50.0,38
sub_115,exp1.png,47.0,43
sub_115,exp2.png,47.0,44
sub_115,exp3.png,48.0,44
sub_115,exp4.png,49.0,44
