participant,image_file,estimation_response,block
sub_219,exp1.png,76.0,6
sub_219,exp2.png,67.0,6
sub_219,exp3.png,33.0,6
sub_219,exp4.png,71.0,7
sub_219,exp1.png,74.0,12
sub_219,exp2.png,78.0,12
sub_219,exp3.png,20.0,13
sub_219,exp4.png,67.0,13
sub_219,exp1.png,70.0,18
sub_219,exp2.png,87.0,19
sub_219,exp3.png,100.0,19
sub_219,exp4.png,78.0,19
sub_219,exp1.png,95.0,25
sub_219,exp2.png,85.0,25
sub_219,exp3.png,14.0,25
sub_219,exp4.png,75.0,25
sub_219,exp1.png,81.0,31
sub_219,exp2.png,74.0,31
sub_219,exp3.png,13.0,31
sub_219,exp4.png,92.0,32
sub_219,exp1.png,71.0,37
sub_219,exp2.png,84.0,37
sub_219,exp3.png,68.0,38
sub_219,exp4.png,89.0,38
sub_219,exp1.png,29.0,43
sub_219,exp2.png,77.0,44
sub_219,exp3.png,12.0,44
sub_219,exp4.png,74.0,44
