participant,image_file,estimation_response,block
sub_778,exp1.png,100.0,6
sub_778,exp2.png,80.0,6
sub_778,exp3.png,80.0,6
sub_778,exp4.png,18.0,7
sub_778,exp1.png,92.0,12
sub_778,exp2.png,57.0,12
sub_778,exp3.png,43.0,13
sub_778,exp4.png,21.0,13
sub_778,exp1.png,100.0,18
sub_778,exp2.png,32.0,19
sub_778,exp3.png,67.0,19
sub_778,exp4.png,3.0,19
sub_778,exp1.png,99.0,25
sub_778,exp2.png,16.0,25
sub_778,exp3.png,81.0,25
sub_778,exp4.png,39.0,25
sub_778,exp1.png,50.0,31
sub_778,exp3.png,63.0,31
sub_778,exp4.png,66.0,32
sub_778,exp1.png,71.0,37
sub_778,exp2.png,93.0,37
sub_778,exp3.png,35.0,38
sub_778,exp4.png,71.0,38
