participant,image_file,estimation_response,block
sub_256,exp1.png,100.0,6
sub_256,exp2.png,99.0,6
sub_256,exp3.png,100.0,6
sub_256,exp4.png,1.0,7
sub_256,exp1.png,64.0,12
sub_256,exp2.png,100.0,12
sub_256,exp3.png,100.0,13
sub_256,exp4.png,4.0,13
sub_256,exp1.png,1.0,18
sub_256,exp2.png,100.0,19
sub_256,exp3.png,100.0,19
sub_256,exp4.png,50.0,19
sub_256,exp1.png,50.0,25
sub_256,exp2.png,100.0,25
sub_256,exp3.png,100.0,25
sub_256,exp4.png,1.0,25
sub_256,exp1.png,12.0,31
sub_256,exp2.png,100.0,31
sub_256,exp3.png,100.0,31
sub_256,exp4.png,7.0,32
sub_256,exp1.png,50.0,37
sub_256,exp2.png,100.0,37
sub_256,exp3.png,100.0,38
sub_256,exp4.png,10.0,38
