participant,image_file,estimation_response,block
sub_996,exp1.png,59.0,6
sub_996,exp2.png,82.0,6
sub_996,exp3.png,57.0,6
sub_996,exp4.png,46.0,7
sub_996,exp1.png,15.0,12
sub_996,exp2.png,37.0,12
sub_996,exp3.png,13.0,13
sub_996,exp4.png,84.0,13
sub_996,exp1.png,16.0,18
sub_996,exp2.png,93.0,19
sub_996,exp4.png,88.0,19
sub_996,exp1.png,3.0,25
sub_996,exp2.png,100.0,25
sub_996,exp3.png,97.0,25
sub_996,exp4.png,6.0,25
sub_996,exp1.png,10.0,31
sub_996,exp2.png,92.0,31
sub_996,exp3.png,79.0,31
sub_996,exp4.png,14.0,32
sub_996,exp2.png,82.0,37
sub_996,exp3.png,71.0,38
sub_996,exp4.png,14.0,38
