participant,image_file,estimation_response,block
sub_489,exp1.png,100.0,6
sub_489,exp2.png,1.0,6
sub_489,exp3.png,25.0,6
sub_489,exp4.png,28.0,7
sub_489,exp1.png,66.0,12
sub_489,exp2.png,35.0,12
sub_489,exp3.png,58.0,13
sub_489,exp4.png,40.0,13
sub_489,exp1.png,57.0,18
sub_489,exp2.png,43.0,19
sub_489,exp3.png,53.0,19
sub_489,exp4.png,45.0,19
sub_489,exp1.png,50.0,25
sub_489,exp2.png,50.0,25
sub_489,exp3.png,50.0,25
sub_489,exp4.png,50.0,25
sub_489,exp1.png,50.0,31
sub_489,exp2.png,50.0,31
sub_489,exp3.png,50.0,31
sub_489,exp4.png,50.0,32
sub_489,exp1.png,50.0,37
sub_489,exp2.png,50.0,37
sub_489,exp3.png,50.0,38
sub_489,exp4.png,50.0,38
