participant,image_file,estimation_response,block
sub_834,exp1.png,100.0,6
sub_834,exp2.png,1.0,6
sub_834,exp3.png,100.0,6
sub_834,exp4.png,5.0,7
sub_834,exp1.png,98.0,12
sub_834,exp3.png,93.0,13
sub_834,exp4.png,1.0,13
sub_834,exp1.png,92.0,18
sub_834,exp2.png,1.0,19
sub_834,exp3.png,94.0,19
sub_834,exp4.png,6.0,19
sub_834,exp1.png,95.0,25
sub_834,exp2.png,94.0,25
sub_834,exp3.png,96.0,25
sub_834,exp4.png,6.0,25
sub_834,exp1.png,86.0,31
sub_834,exp2.png,15.0,31
sub_834,exp3.png,81.0,31
sub_834,exp4.png,86.0,32
sub_834,exp1.png,84.0,37
sub_834,exp2.png,19.0,37
sub_834,exp3.png,15.0,38
