participant,image_file,estimation_response,block
sub_1024,exp3.png,1.0,6
sub_1024,exp4.png,75.0,7
sub_1024,exp1.png,25.0,12
sub_1024,exp2.png,87.0,12
sub_1024,exp3.png,30.0,13
sub_1024,exp4.png,88.0,13
sub_1024,exp1.png,11.0,18
sub_1024,exp2.png,100.0,19
sub_1024,exp3.png,9.0,19
sub_1024,exp4.png,95.0,19
sub_1024,exp1.png,13.0,25
sub_1024,exp2.png,84.0,25
sub_1024,exp3.png,100.0,25
sub_1024,exp4.png,73.0,25
sub_1024,exp1.png,64.0,31
sub_1024,exp2.png,26.0,31
sub_1024,exp3.png,60.0,31
sub_1024,exp4.png,64.0,32
sub_1024,exp1.png,36.0,37
sub_1024,exp2.png,74.0,37
sub_1024,exp3.png,27.0,38
sub_1024,exp4.png,78.0,38
