participant,image_file,estimation_response,block
sub_458,exp1.png,100.0,6
sub_458,exp2.png,1.0,6
sub_458,exp3.png,4.0,6
sub_458,exp4.png,1.0,7
sub_458,exp1.png,100.0,12
sub_458,exp2.png,1.0,12
sub_458,exp3.png,1.0,13
sub_458,exp4.png,1.0,13
sub_458,exp1.png,100.0,18
sub_458,exp2.png,1.0,19
sub_458,exp3.png,26.0,19
sub_458,exp4.png,35.0,19
sub_458,exp1.png,91.0,25
sub_458,exp2.png,39.0,25
sub_458,exp3.png,38.0,25
sub_458,exp4.png,66.0,25
sub_458,exp1.png,36.0,31
sub_458,exp2.png,32.0,31
sub_458,exp3.png,32.0,31
sub_458,exp4.png,70.0,32
sub_458,exp1.png,60.0,37
sub_458,exp2.png,36.0,37
sub_458,exp3.png,39.0,38
sub_458,exp4.png,78.0,38
