participant,image_file,estimation_response,block
sub_287,exp1.png,75.0,6
sub_287,exp2.png,79.0,6
sub_287,exp3.png,1.0,6
sub_287,exp4.png,79.0,7
sub_287,exp1.png,75.0,12
sub_287,exp2.png,1.0,12
sub_287,exp3.png,76.0,13
sub_287,exp4.png,1.0,13
sub_287,exp1.png,1.0,18
sub_287,exp2.png,81.0,19
sub_287,exp3.png,1.0,19
sub_287,exp4.png,81.0,19
sub_287,exp1.png,1.0,25
sub_287,exp2.png,81.0,25
sub_287,exp3.png,1.0,25
sub_287,exp4.png,81.0,25
sub_287,exp1.png,3.0,31
sub_287,exp2.png,81.0,31
sub_287,exp3.png,1.0,31
sub_287,exp4.png,82.0,32
sub_287,exp1.png,50.0,37
sub_287,exp2.png,50.0,37
sub_287,exp3.png,50.0,38
sub_287,exp4.png,50.0,38
