participant,image_file,estimation_response,block
sub_181,exp1.png,98.0,6
sub_181,exp2.png,50.0,6
sub_181,exp3.png,50.0,6
sub_181,exp4.png,50.0,7
sub_181,exp1.png,50.0,12
sub_181,exp2.png,50.0,12
sub_181,exp3.png,56.0,13
sub_181,exp4.png,50.0,13
sub_181,exp1.png,50.0,18
sub_181,exp2.png,54.0,19
sub_181,exp3.png,50.0,19
sub_181,exp4.png,47.0,19
sub_181,exp1.png,51.0,25
sub_181,exp2.png,54.0,25
sub_181,exp3.png,54.0,25
sub_181,exp4.png,54.0,25
sub_181,exp1.png,54.0,31
sub_181,exp2.png,50.0,31
sub_181,exp3.png,50.0,31
sub_181,exp4.png,50.0,32
sub_181,exp1.png,58.0,37
sub_181,exp2.png,50.0,37
sub_181,exp3.png,50.0,38
sub_181,exp4.png,50.0,38
sub_181,exp1.png,56.0,43
sub_181,exp2.png,50.0,44
sub_181,exp3.png,50.0,44
sub_181,exp4.png,50.0,44
