participant,image_file,estimation_response,block
sub_346,exp1.png,100.0,6
sub_346,exp2.png,87.0,6
sub_346,exp3.png,1.0,6
sub_346,exp4.png,95.0,7
sub_346,exp1.png,100.0,12
sub_346,exp2.png,50.0,12
sub_346,exp3.png,50.0,13
sub_346,exp4.png,62.0,13
sub_346,exp1.png,50.0,18
sub_346,exp2.png,50.0,19
sub_346,exp3.png,34.0,19
sub_346,exp4.png,95.0,19
sub_346,exp1.png,88.0,25
sub_346,exp2.png,100.0,25
sub_346,exp3.png,50.0,25
sub_346,exp4.png,100.0,25
sub_346,exp1.png,86.0,31
sub_346,exp2.png,83.0,31
sub_346,exp3.png,50.0,31
sub_346,exp4.png,88.0,32
sub_346,exp1.png,82.0,37
sub_346,exp2.png,100.0,37
sub_346,exp3.png,100.0,38
sub_346,exp4.png,100.0,38
sub_346,exp1.png,50.0,43
sub_346,exp2.png,73.0,44
sub_346,exp3.png,98.0,44
sub_346,exp4.png,100.0,44
