participant,image_file,estimation_response,block
sub_101,exp1.png,50.0,6
sub_101,exp2.png,5.0,6
sub_101,exp3.png,73.0,6
sub_101,exp4.png,9.0,7
sub_101,exp1.png,4.0,12
sub_101,exp2.png,51.0,12
sub_101,exp3.png,97.0,13
sub_101,exp4.png,97.0,13
sub_101,exp1.png,82.0,18
sub_101,exp2.png,8.0,19
sub_101,exp3.png,100.0,19
sub_101,exp4.png,51.0,19
sub_101,exp1.png,88.0,25
sub_101,exp2.png,26.0,25
sub_101,exp3.png,88.0,25
sub_101,exp4.png,48.0,25
sub_101,exp1.png,25.0,31
sub_101,exp2.png,71.0,31
sub_101,exp3.png,92.0,31
sub_101,exp4.png,16.0,32
sub_101,exp1.png,21.0,37
sub_101,exp2.png,44.0,37
sub_101,exp3.png,85.0,38
sub_101,exp4.png,20.0,38
sub_101,exp1.png,31.0,43
sub_101,exp2.png,33.0,44
sub_101,exp3.png,78.0,44
sub_101,exp4.png,68.0,44
