participant,image_file,estimation_response,block
sub_1578,exp1.png,85.0,6
sub_1578,exp2.png,20.0,6
sub_1578,exp3.png,98.0,6
sub_1578,exp4.png,18.0,7
sub_1578,exp1.png,78.0,12
sub_1578,exp2.png,50.0,12
sub_1578,exp3.png,78.0,13
sub_1578,exp4.png,22.0,13
sub_1578,exp1.png,50.0,18
sub_1578,exp2.png,50.0,19
sub_1578,exp3.png,90.0,19
sub_1578,exp4.png,19.0,19
sub_1578,exp1.png,81.0,25
sub_1578,exp2.png,50.0,25
sub_1578,exp3.png,50.0,25
sub_1578,exp4.png,15.0,25
sub_1578,exp1.png,85.0,31
sub_1578,exp2.png,21.0,31
sub_1578,exp3.png,50.0,31
sub_1578,exp4.png,20.0,32
sub_1578,exp1.png,88.0,37
sub_1578,exp2.png,50.0,37
sub_1578,exp3.png,86.0,38
sub_1578,exp4.png,21.0,38
sub_1578,exp1.png,82.0,43
sub_1578,exp2.png,50.0,44
sub_1578,exp3.png,82.0,44
sub_1578,exp4.png,20.0,44
