participant,image_file,estimation_response,block
sub_270,exp1.png,83.0,6
sub_270,exp2.png,30.0,6
sub_270,exp3.png,27.0,6
sub_270,exp4.png,33.0,7
sub_270,exp1.png,73.0,12
sub_270,exp2.png,54.0,12
sub_270,exp3.png,44.0,13
sub_270,exp4.png,37.0,13
sub_270,exp1.png,83.0,18
sub_270,exp2.png,72.0,19
sub_270,exp3.png,25.0,19
sub_270,exp4.png,10.0,19
sub_270,exp1.png,84.0,25
sub_270,exp2.png,57.0,25
sub_270,exp3.png,14.0,25
sub_270,exp4.png,26.0,25
sub_270,exp1.png,89.0,31
sub_270,exp2.png,14.0,31
sub_270,exp3.png,16.0,31
sub_270,exp4.png,13.0,32
sub_270,exp1.png,90.0,37
sub_270,exp2.png,50.0,37
sub_270,exp3.png,15.0,38
sub_270,exp4.png,32.0,38
sub_270,exp1.png,89.0,43
sub_270,exp2.png,12.0,44
sub_270,exp3.png,17.0,44
sub_270,exp4.png,66.0,44
