participant,image_file,estimation_response,block
sub_120,exp1.png,3.0,6
sub_120,exp2.png,95.0,6
sub_120,exp3.png,6.0,6
sub_120,exp4.png,95.0,7
sub_120,exp1.png,6.0,12
sub_120,exp2.png,96.0,12
sub_120,exp3.png,20.0,13
sub_120,exp4.png,94.0,13
sub_120,exp1.png,1.0,18
sub_120,exp2.png,96.0,19
sub_120,exp3.png,31.0,19
sub_120,exp4.png,95.0,19
sub_120,exp1.png,1.0,25
sub_120,exp2.png,100.0,25
sub_120,exp3.png,51.0,25
sub_120,exp4.png,50.0,25
sub_120,exp1.png,2.0,31
sub_120,exp2.png,100.0,31
sub_120,exp3.png,50.0,31
sub_120,exp4.png,50.0,32
sub_120,exp1.png,50.0,37
sub_120,exp2.png,50.0,37
sub_120,exp3.png,50.0,38
sub_120,exp4.png,50.0,38
sub_120,exp1.png,50.0,43
sub_120,exp2.png,81.0,44
sub_120,exp3.png,29.0,44
sub_120,exp4.png,30.0,44
