participant,image_file,estimation_response,block
sub_925,exp1.png,80.0,6
sub_925,exp2.png,39.0,6
sub_925,exp3.png,77.0,6
sub_925,exp4.png,39.0,7
sub_925,exp1.png,64.0,12
sub_925,exp2.png,46.0,12
sub_925,exp3.png,70.0,13
sub_925,exp4.png,43.0,13
sub_925,exp1.png,87.0,18
sub_925,exp2.png,16.0,19
sub_925,exp3.png,88.0,19
sub_925,exp4.png,38.0,19
sub_925,exp1.png,87.0,25
sub_925,exp2.png,70.0,25
sub_925,exp3.png,43.0,25
sub_925,exp4.png,65.0,25
sub_925,exp1.png,60.0,31
sub_925,exp4.png,44.0,32
sub_925,exp1.png,57.0,37
sub_925,exp2.png,60.0,37
sub_925,exp3.png,43.0,38
sub_925,exp4.png,41.0,38
