participant,image_file,estimation_response,block
sub_605,exp1.png,100.0,6
sub_605,exp2.png,77.0,6
sub_605,exp3.png,3.0,6
sub_605,exp4.png,82.0,7
sub_605,exp1.png,1.0,12
sub_605,exp2.png,6.0,12
sub_605,exp3.png,10.0,13
sub_605,exp4.png,100.0,13
sub_605,exp1.png,100.0,18
sub_605,exp2.png,100.0,19
sub_605,exp3.png,1.0,19
sub_605,exp4.png,1.0,19
sub_605,exp1.png,33.0,25
sub_605,exp2.png,63.0,25
sub_605,exp3.png,29.0,25
sub_605,exp4.png,76.0,25
sub_605,exp1.png,26.0,31
sub_605,exp2.png,27.0,31
sub_605,exp3.png,75.0,31
sub_605,exp4.png,71.0,32
sub_605,exp1.png,25.0,37
sub_605,exp2.png,75.0,37
sub_605,exp3.png,29.0,38
sub_605,exp4.png,71.0,38
