participant,image_file,estimation_response,block
sub_221,exp1.png,100.0,6
sub_221,exp2.png,9.0,6
sub_221,exp3.png,100.0,6
sub_221,exp4.png,22.0,7
sub_221,exp1.png,98.0,12
sub_221,exp2.png,13.0,12
sub_221,exp3.png,34.0,13
sub_221,exp4.png,36.0,13
sub_221,exp1.png,100.0,18
sub_221,exp2.png,12.0,19
sub_221,exp3.png,73.0,19
sub_221,exp4.png,16.0,19
sub_221,exp1.png,99.0,25
sub_221,exp2.png,97.0,25
sub_221,exp3.png,98.0,25
sub_221,exp4.png,93.0,25
sub_221,exp1.png,98.0,31
sub_221,exp2.png,69.0,31
sub_221,exp3.png,67.0,31
sub_221,exp4.png,64.0,32
sub_221,exp1.png,97.0,37
sub_221,exp2.png,39.0,37
sub_221,exp3.png,58.0,38
sub_221,exp4.png,42.0,38
