participant,image_file,estimation_response,block
sub_357,exp1.png,19.0,6
sub_357,exp2.png,17.0,6
sub_357,exp3.png,79.0,6
sub_357,exp4.png,13.0,7
sub_357,exp1.png,11.0,12
sub_357,exp2.png,91.0,12
sub_357,exp3.png,89.0,13
sub_357,exp4.png,89.0,13
sub_357,exp1.png,91.0,18
sub_357,exp2.png,93.0,19
sub_357,exp3.png,93.0,19
sub_357,exp4.png,93.0,19
sub_357,exp1.png,90.0,25
sub_357,exp2.png,85.0,25
sub_357,exp3.png,91.0,25
sub_357,exp4.png,90.0,25
sub_357,exp1.png,7.0,31
sub_357,exp2.png,15.0,31
sub_357,exp3.png,91.0,31
sub_357,exp4.png,92.0,32
sub_357,exp1.png,92.0,37
sub_357,exp2.png,91.0,37
sub_357,exp3.png,91.0,38
sub_357,exp4.png,91.0,38
sub_357,exp1.png,91.0,43
sub_357,exp2.png,89.0,44
sub_357,exp3.png,92.0,44
sub_357,exp4.png,90.0,44
