participant,image_file,estimation_response,block
sub_545,exp1.png,76.0,6
sub_545,exp3.png,76.0,6
sub_545,exp1.png,76.0,12
sub_545,exp3.png,78.0,13
sub_545,exp4.png,77.0,13
sub_545,exp1.png,75.0,18
sub_545,exp2.png,73.0,19
sub_545,exp3.png,78.0,19
sub_545,exp4.png,24.0,19
sub_545,exp1.png,74.0,25
sub_545,exp2.png,74.0,25
sub_545,exp3.png,74.0,25
sub_545,exp4.png,75.0,25
sub_545,exp1.png,72.0,31
sub_545,exp2.png,78.0,31
sub_545,exp3.png,76.0,31
sub_545,exp4.png,71.0,32
sub_545,exp1.png,76.0,37
sub_545,exp2.png,73.0,37
sub_545,exp3.png,73.0,38
sub_545,exp4.png,76.0,38
sub_545,exp1.png,70.0,43
sub_545,exp2.png,72.0,44
sub_545,exp3.png,73.0,44
sub_545,exp4.png,71.0,44
