participant,image_file,estimation_response,block
sub_537,exp1.png,70.0,6
sub_537,exp2.png,39.0,6
sub_537,exp3.png,54.0,6
sub_537,exp4.png,65.0,7
sub_537,exp1.png,42.0,12
sub_537,exp2.png,29.0,12
sub_537,exp3.png,50.0,13
sub_537,exp4.png,50.0,13
sub_537,exp1.png,35.0,18
sub_537,exp2.png,50.0,19
sub_537,exp3.png,35.0,19
sub_537,exp4.png,50.0,19
sub_537,exp1.png,22.0,25
sub_537,exp2.png,17.0,25
sub_537,exp3.png,20.0,25
sub_537,exp4.png,20.0,25
sub_537,exp1.png,25.0,31
sub_537,exp2.png,21.0,31
sub_537,exp3.png,21.0,31
sub_537,exp4.png,26.0,32
sub_537,exp1.png,36.0,37
sub_537,exp2.png,36.0,37
sub_537,exp3.png,21.0,38
sub_537,exp4.png,40.0,38
sub_537,exp1.png,33.0,43
sub_537,exp2.png,26.0,44
sub_537,exp3.png,28.0,44
sub_537,exp4.png,29.0,44
