participant,image_file,estimation_response,block
sub_009,exp1.png,50.0,6
sub_009,exp2.png,65.0,6
sub_009,exp3.png,64.0,6
sub_009,exp4.png,73.0,7
sub_009,exp1.png,63.0,12
sub_009,exp2.png,70.0,12
sub_009,exp3.png,80.0,13
sub_009,exp4.png,50.0,13
sub_009,exp1.png,50.0,18
sub_009,exp2.png,50.0,19
sub_009,exp3.png,56.0,19
sub_009,exp4.png,61.0,19
sub_009,exp1.png,50.0,25
sub_009,exp2.png,50.0,25
sub_009,exp3.png,56.0,25
sub_009,exp4.png,73.0,25
sub_009,exp1.png,86.0,31
sub_009,exp2.png,73.0,31
sub_009,exp3.png,61.0,31
sub_009,exp4.png,72.0,32
sub_009,exp1.png,69.0,37
sub_009,exp2.png,88.0,37
sub_009,exp3.png,94.0,38
sub_009,exp4.png,94.0,38
sub_009,exp1.png,75.0,43
sub_009,exp2.png,84.0,44
sub_009,exp3.png,89.0,44
sub_009,exp4.png,93.0,44
