participant,image_file,estimation_response,block
sub_154,exp1.png,76.0,6
sub_154,exp2.png,24.0,6
sub_154,exp3.png,74.0,6
sub_154,exp4.png,26.0,7
sub_154,exp1.png,74.0,12
sub_154,exp2.png,21.0,12
sub_154,exp3.png,35.0,13
sub_154,exp4.png,65.0,13
sub_154,exp1.png,79.0,18
sub_154,exp2.png,19.0,19
sub_154,exp3.png,68.0,19
sub_154,exp4.png,33.0,19
sub_154,exp1.png,80.0,25
sub_154,exp2.png,24.0,25
sub_154,exp3.png,50.0,25
sub_154,exp4.png,50.0,25
sub_154,exp1.png,66.0,31
sub_154,exp2.png,32.0,31
sub_154,exp3.png,34.0,31
sub_154,exp4.png,68.0,32
sub_154,exp1.png,71.0,37
sub_154,exp2.png,19.0,37
sub_154,exp3.png,50.0,38
sub_154,exp4.png,50.0,38
