participant,image_file,estimation_response,block
sub_477,exp1.png,50.0,6
sub_477,exp2.png,76.0,6
sub_477,exp3.png,80.0,6
sub_477,exp4.png,68.0,7
sub_477,exp1.png,50.0,12
sub_477,exp2.png,50.0,12
sub_477,exp3.png,50.0,13
sub_477,exp4.png,50.0,13
sub_477,exp1.png,80.0,18
sub_477,exp2.png,50.0,19
sub_477,exp3.png,50.0,19
sub_477,exp4.png,50.0,19
sub_477,exp1.png,50.0,25
sub_477,exp2.png,50.0,25
sub_477,exp3.png,50.0,25
sub_477,exp4.png,50.0,25
sub_477,exp1.png,54.0,31
sub_477,exp2.png,50.0,31
sub_477,exp3.png,50.0,31
sub_477,exp4.png,50.0,32
sub_477,exp1.png,61.0,37
sub_477,exp2.png,50.0,37
sub_477,exp3.png,50.0,38
sub_477,exp4.png,50.0,38
