participant,image_file,estimation_response,block
sub_118,exp1.png,81.0,6
sub_118,exp2.png,22.0,6
sub_118,exp3.png,73.0,6
sub_118,exp4.png,25.0,7
sub_118,exp1.png,66.0,12
sub_118,exp2.png,44.0,12
sub_118,exp3.png,76.0,13
sub_118,exp4.png,25.0,13
sub_118,exp1.png,79.0,18
sub_118,exp2.png,50.0,19
sub_118,exp3.png,50.0,19
sub_118,exp4.png,31.0,19
sub_118,exp1.png,83.0,25
sub_118,exp2.png,21.0,25
sub_118,exp3.png,23.0,25
sub_118,exp4.png,83.0,25
sub_118,exp1.png,85.0,31
sub_118,exp2.png,14.0,31
sub_118,exp3.png,35.0,31
sub_118,exp4.png,78.0,32
sub_118,exp1.png,72.0,37
sub_118,exp2.png,25.0,37
sub_118,exp3.png,62.0,38
sub_118,exp4.png,38.0,38
