participant,image_file,estimation_response,block
sub_998,exp1.png,100.0,12
sub_998,exp2.png,8.0,12
sub_998,exp3.png,100.0,13
sub_998,exp4.png,6.0,13
sub_998,exp1.png,84.0,18
sub_998,exp2.png,27.0,19
sub_998,exp3.png,83.0,19
sub_998,exp4.png,24.0,19
sub_998,exp1.png,83.0,25
sub_998,exp2.png,19.0,25
sub_998,exp3.png,18.0,25
sub_998,exp4.png,70.0,25
sub_998,exp1.png,100.0,31
sub_998,exp3.png,33.0,31
sub_998,exp4.png,58.0,32
sub_998,exp1.png,59.0,37
sub_998,exp2.png,38.0,37
sub_998,exp3.png,62.0,38
sub_998,exp4.png,65.0,38
