participant,image_file,estimation_response,block
sub_156,exp1.png,79.0,6
sub_156,exp2.png,18.0,6
sub_156,exp3.png,79.0,6
sub_156,exp4.png,14.0,7
sub_156,exp1.png,95.0,12
sub_156,exp2.png,91.0,12
sub_156,exp3.png,34.0,13
sub_156,exp4.png,98.0,13
sub_156,exp1.png,88.0,18
sub_156,exp2.png,81.0,19
sub_156,exp3.png,73.0,19
sub_156,exp4.png,83.0,19
sub_156,exp1.png,72.0,25
sub_156,exp2.png,79.0,25
sub_156,exp3.png,82.0,25
sub_156,exp4.png,74.0,25
sub_156,exp1.png,80.0,31
sub_156,exp2.png,71.0,31
sub_156,exp3.png,96.0,31
sub_156,exp4.png,72.0,32
sub_156,exp1.png,80.0,37
sub_156,exp2.png,81.0,37
sub_156,exp3.png,37.0,38
sub_156,exp4.png,92.0,38
sub_156,exp1.png,83.0,43
sub_156,exp2.png,67.0,44
sub_156,exp3.png,34.0,44
sub_156,exp4.png,95.0,44
