participant,image_file,estimation_response,block
sub_083,exp1.png,50.0,6
sub_083,exp2.png,50.0,6
sub_083,exp3.png,50.0,6
sub_083,exp4.png,50.0,7
sub_083,exp1.png,28.0,12
sub_083,exp2.png,83.0,12
sub_083,exp3.png,40.0,13
sub_083,exp4.png,79.0,13
sub_083,exp1.png,10.0,18
sub_083,exp2.png,91.0,19
sub_083,exp3.png,10.0,19
sub_083,exp4.png,92.0,19
sub_083,exp1.png,18.0,25
sub_083,exp2.png,82.0,25
sub_083,exp3.png,15.0,25
sub_083,exp4.png,87.0,25
sub_083,exp1.png,38.0,31
sub_083,exp2.png,79.0,31
sub_083,exp3.png,21.0,31
sub_083,exp4.png,75.0,32
sub_083,exp1.png,87.0,37
sub_083,exp2.png,12.0,37
sub_083,exp3.png,65.0,38
sub_083,exp4.png,38.0,38
