participant,image_file,estimation_response,block
sub_683,exp2.png,51.0,6
sub_683,exp4.png,70.0,7
sub_683,exp1.png,56.0,12
sub_683,exp3.png,55.0,13
sub_683,exp1.png,58.0,18
sub_683,exp3.png,56.0,19
sub_683,exp4.png,55.0,19
sub_683,exp1.png,59.0,25
sub_683,exp4.png,55.0,25
sub_683,exp1.png,69.0,31
sub_683,exp2.png,60.0,31
sub_683,exp4.png,57.0,32
sub_683,exp1.png,62.0,37
sub_683,exp2.png,59.0,37
sub_683,exp3.png,54.0,38
sub_683,exp4.png,63.0,38
sub_683,exp1.png,76.0,43
sub_683,exp2.png,31.0,44
sub_683,exp3.png,21.0,44
sub_683,exp4.png,73.0,44
