participant,image_file,estimation_response,block
sub_406,exp1.png,68.0,6
sub_406,exp2.png,99.0,6
sub_406,exp3.png,75.0,6
sub_406,exp4.png,97.0,7
sub_406,exp1.png,97.0,12
sub_406,exp4.png,78.0,13
sub_406,exp1.png,81.0,18
sub_406,exp2.png,78.0,19
sub_406,exp3.png,76.0,19
sub_406,exp4.png,53.0,19
sub_406,exp1.png,76.0,25
sub_406,exp2.png,46.0,25
sub_406,exp3.png,79.0,25
sub_406,exp4.png,80.0,25
sub_406,exp1.png,73.0,31
sub_406,exp2.png,68.0,31
sub_406,exp3.png,36.0,31
sub_406,exp4.png,78.0,32
sub_406,exp1.png,75.0,37
sub_406,exp2.png,92.0,37
sub_406,exp3.png,73.0,38
sub_406,exp4.png,41.0,38
sub_406,exp1.png,90.0,43
sub_406,exp2.png,75.0,44
sub_406,exp3.png,70.0,44
sub_406,exp4.png,87.0,44
