participant,image_file,estimation_response,block
sub_794,exp1.png,100.0,6
sub_794,exp2.png,100.0,6
sub_794,exp3.png,1.0,6
sub_794,exp4.png,100.0,7
sub_794,exp1.png,100.0,12
sub_794,exp2.png,99.0,12
sub_794,exp3.png,76.0,13
sub_794,exp4.png,24.0,13
sub_794,exp1.png,69.0,18
sub_794,exp2.png,74.0,19
sub_794,exp3.png,27.0,19
sub_794,exp4.png,81.0,19
sub_794,exp1.png,93.0,25
sub_794,exp2.png,95.0,25
sub_794,exp3.png,13.0,25
sub_794,exp4.png,76.0,25
sub_794,exp1.png,92.0,31
sub_794,exp2.png,89.0,31
sub_794,exp3.png,11.0,31
sub_794,exp4.png,79.0,32
sub_794,exp1.png,95.0,37
sub_794,exp2.png,92.0,37
sub_794,exp3.png,27.0,38
sub_794,exp4.png,92.0,38
sub_794,exp1.png,99.0,43
sub_794,exp2.png,93.0,44
sub_794,exp3.png,94.0,44
sub_794,exp4.png,16.0,44
