participant,image_file,estimation_response,block
sub_487,exp1.png,50.0,6
sub_487,exp2.png,51.0,6
sub_487,exp3.png,50.0,6
sub_487,exp4.png,50.0,7
sub_487,exp1.png,52.0,12
sub_487,exp2.png,50.0,12
sub_487,exp3.png,50.0,13
sub_487,exp4.png,52.0,13
sub_487,exp1.png,50.0,18
sub_487,exp2.png,50.0,19
sub_487,exp3.png,51.0,19
sub_487,exp4.png,55.0,19
sub_487,exp1.png,50.0,25
sub_487,exp2.png,51.0,25
sub_487,exp3.png,47.0,25
sub_487,exp4.png,52.0,25
sub_487,exp1.png,50.0,31
sub_487,exp2.png,56.0,31
sub_487,exp3.png,45.0,31
sub_487,exp4.png,50.0,32
sub_487,exp1.png,69.0,37
sub_487,exp2.png,43.0,37
sub_487,exp3.png,72.0,38
sub_487,exp4.png,38.0,38
