participant,image_file,estimation_response,block
sub_920,exp1.png,1.0,6
sub_920,exp2.png,100.0,6
sub_920,exp3.png,9.0,6
sub_920,exp4.png,100.0,7
sub_920,exp2.png,100.0,12
sub_920,exp3.png,20.0,13
sub_920,exp4.png,100.0,13
sub_920,exp1.png,15.0,18
sub_920,exp2.png,95.0,19
sub_920,exp3.png,63.0,19
sub_920,exp4.png,100.0,19
sub_920,exp1.png,14.0,25
sub_920,exp2.png,96.0,25
sub_920,exp3.png,39.0,25
sub_920,exp4.png,86.0,25
sub_920,exp1.png,5.0,31
sub_920,exp2.png,94.0,31
sub_920,exp3.png,22.0,31
sub_920,exp4.png,78.0,32
sub_920,exp1.png,6.0,37
sub_920,exp2.png,100.0,37
sub_920,exp3.png,26.0,38
sub_920,exp4.png,77.0,38
