participant,image_file,estimation_response,block
sub_1022,exp1.png,79.0,6
sub_1022,exp2.png,11.0,6
sub_1022,exp3.png,83.0,6
sub_1022,exp4.png,15.0,7
sub_1022,exp1.png,88.0,12
sub_1022,exp2.png,8.0,12
sub_1022,exp3.png,93.0,13
sub_1022,exp4.png,10.0,13
sub_1022,exp1.png,96.0,18
sub_1022,exp2.png,6.0,19
sub_1022,exp3.png,97.0,19
sub_1022,exp4.png,6.0,19
sub_1022,exp1.png,64.0,25
sub_1022,exp2.png,8.0,25
sub_1022,exp3.png,69.0,25
sub_1022,exp4.png,10.0,25
sub_1022,exp1.png,92.0,31
sub_1022,exp2.png,25.0,31
sub_1022,exp3.png,14.0,31
sub_1022,exp4.png,8.0,32
sub_1022,exp1.png,38.0,37
sub_1022,exp2.png,35.0,37
sub_1022,exp3.png,41.0,38
sub_1022,exp4.png,68.0,38
