participant,image_file,estimation_response,block
sub_822,exp1.png,75.0,6
sub_822,exp2.png,31.0,6
sub_822,exp3.png,87.0,6
sub_822,exp4.png,14.0,7
sub_822,exp1.png,77.0,12
sub_822,exp2.png,29.0,12
sub_822,exp3.png,64.0,13
sub_822,exp4.png,35.0,13
sub_822,exp1.png,79.0,18
sub_822,exp2.png,22.0,19
sub_822,exp3.png,73.0,19
sub_822,exp4.png,27.0,19
sub_822,exp1.png,89.0,25
sub_822,exp2.png,12.0,25
sub_822,exp1.png,90.0,31
sub_822,exp2.png,12.0,31
sub_822,exp3.png,37.0,31
sub_822,exp4.png,67.0,32
sub_822,exp1.png,51.0,37
sub_822,exp2.png,56.0,37
sub_822,exp3.png,11.0,38
sub_822,exp4.png,94.0,38
