participant,image_file,estimation_response,block
sub_535,exp1.png,2.0,6
sub_535,exp2.png,99.0,6
sub_535,exp3.png,1.0,6
sub_535,exp4.png,100.0,7
sub_535,exp1.png,2.0,12
sub_535,exp2.png,98.0,12
sub_535,exp3.png,3.0,13
sub_535,exp4.png,99.0,13
sub_535,exp1.png,4.0,18
sub_535,exp2.png,83.0,19
sub_535,exp3.png,15.0,19
sub_535,exp4.png,87.0,19
sub_535,exp1.png,90.0,25
sub_535,exp2.png,12.0,25
sub_535,exp3.png,15.0,25
sub_535,exp4.png,94.0,25
sub_535,exp1.png,93.0,31
sub_535,exp2.png,7.0,31
sub_535,exp3.png,9.0,31
sub_535,exp4.png,94.0,32
sub_535,exp1.png,4.0,37
sub_535,exp2.png,94.0,37
sub_535,exp3.png,8.0,38
sub_535,exp4.png,96.0,38
