participant,image_file,estimation_response,block
sub_788,exp1.png,100.0,6
sub_788,exp2.png,100.0,6
sub_788,exp3.png,68.0,6
sub_788,exp4.png,100.0,7
sub_788,exp2.png,98.0,12
sub_788,exp3.png,19.0,13
sub_788,exp4.png,94.0,13
sub_788,exp1.png,6.0,18
sub_788,exp2.png,100.0,19
sub_788,exp3.png,2.0,19
sub_788,exp4.png,100.0,19
sub_788,exp1.png,100.0,25
sub_788,exp2.png,79.0,25
sub_788,exp3.png,24.0,25
sub_788,exp4.png,28.0,25
sub_788,exp1.png,100.0,31
sub_788,exp2.png,99.0,31
sub_788,exp3.png,100.0,31
sub_788,exp4.png,22.0,32
sub_788,exp1.png,21.0,37
sub_788,exp2.png,70.0,37
sub_788,exp3.png,31.0,38
sub_788,exp4.png,25.0,38
