participant,image_file,estimation_response,block
sub_396,exp1.png,90.0,6
sub_396,exp2.png,88.0,6
sub_396,exp3.png,17.0,6
sub_396,exp4.png,75.0,7
sub_396,exp1.png,82.0,12
sub_396,exp2.png,24.0,12
sub_396,exp3.png,21.0,13
sub_396,exp4.png,24.0,13
sub_396,exp1.png,19.0,18
sub_396,exp2.png,87.0,19
sub_396,exp3.png,22.0,19
sub_396,exp4.png,86.0,19
sub_396,exp1.png,75.0,25
sub_396,exp2.png,20.0,25
sub_396,exp3.png,22.0,25
sub_396,exp4.png,85.0,25
sub_396,exp1.png,88.0,31
sub_396,exp2.png,19.0,31
sub_396,exp3.png,23.0,31
sub_396,exp4.png,86.0,32
sub_396,exp1.png,83.0,37
sub_396,exp2.png,15.0,37
sub_396,exp3.png,87.0,38
sub_396,exp4.png,19.0,38
sub_396,exp1.png,89.0,43
sub_396,exp2.png,19.0,44
sub_396,exp3.png,17.0,44
sub_396,exp4.png,85.0,44
