participant,image_file,estimation_response,block
sub_146,exp1.png,100.0,6
sub_146,exp2.png,50.0,6
sub_146,exp3.png,50.0,6
sub_146,exp4.png,50.0,7
sub_146,exp1.png,100.0,12
sub_146,exp2.png,50.0,12
sub_146,exp3.png,50.0,13
sub_146,exp4.png,50.0,13
sub_146,exp1.png,24.0,18
sub_146,exp2.png,73.0,19
sub_146,exp3.png,100.0,19
sub_146,exp4.png,11.0,19
sub_146,exp1.png,80.0,25
sub_146,exp2.png,50.0,25
sub_146,exp3.png,50.0,25
sub_146,exp4.png,50.0,25
sub_146,exp1.png,50.0,31
sub_146,exp2.png,50.0,31
sub_146,exp3.png,50.0,31
sub_146,exp4.png,50.0,32
sub_146,exp1.png,92.0,37
sub_146,exp2.png,14.0,37
sub_146,exp3.png,89.0,38
sub_146,exp4.png,11.0,38
sub_146,exp1.png,92.0,43
sub_146,exp2.png,9.0,44
sub_146,exp3.png,93.0,44
sub_146,exp4.png,92.0,44
