participant,image_file,estimation_response,block
sub_1010,exp1.png,69.0,6
sub_1010,exp2.png,28.0,6
sub_1010,exp3.png,68.0,6
sub_1010,exp4.png,64.0,7
sub_1010,exp1.png,84.0,12
sub_1010,exp2.png,14.0,12
sub_1010,exp3.png,88.0,13
sub_1010,exp4.png,14.0,13
sub_1010,exp1.png,92.0,18
sub_1010,exp2.png,8.0,19
sub_1010,exp3.png,92.0,19
sub_1010,exp4.png,9.0,19
sub_1010,exp1.png,94.0,25
sub_1010,exp2.png,7.0,25
sub_1010,exp3.png,1.0,25
sub_1010,exp4.png,100.0,25
sub_1010,exp1.png,86.0,31
sub_1010,exp2.png,15.0,31
sub_1010,exp3.png,12.0,31
sub_1010,exp4.png,90.0,32
sub_1010,exp1.png,77.0,37
sub_1010,exp2.png,21.0,37
sub_1010,exp3.png,16.0,38
sub_1010,exp4.png,82.0,38
