participant,image_file,estimation_response,block
sub_777,exp1.png,85.0,6
sub_777,exp2.png,27.0,6
sub_777,exp3.png,78.0,6
sub_777,exp4.png,5.0,7
sub_777,exp1.png,91.0,12
sub_777,exp2.png,100.0,12
sub_777,exp3.png,25.0,13
sub_777,exp4.png,81.0,13
sub_777,exp1.png,21.0,18
sub_777,exp2.png,50.0,19
sub_777,exp3.png,33.0,19
sub_777,exp4.png,68.0,19
sub_777,exp1.png,66.0,25
sub_777,exp2.png,72.0,25
sub_777,exp3.png,35.0,25
sub_777,exp4.png,30.0,25
sub_777,exp1.png,69.0,31
sub_777,exp2.png,30.0,31
sub_777,exp3.png,64.0,31
sub_777,exp4.png,71.0,32
sub_777,exp1.png,71.0,37
sub_777,exp2.png,68.0,37
sub_777,exp3.png,30.0,38
sub_777,exp4.png,50.0,38
sub_777,exp1.png,67.0,43
sub_777,exp2.png,50.0,44
sub_777,exp3.png,60.0,44
sub_777,exp4.png,53.0,44
