participant,image_file,estimation_response,block
sub_028,exp1.png,54.0,6
sub_028,exp2.png,78.0,6
sub_028,exp3.png,36.0,6
sub_028,exp4.png,59.0,7
sub_028,exp1.png,38.0,12
sub_028,exp2.png,62.0,12
sub_028,exp3.png,50.0,13
sub_028,exp4.png,64.0,13
sub_028,exp1.png,50.0,18
sub_028,exp2.png,57.0,19
sub_028,exp3.png,44.0,19
sub_028,exp4.png,50.0,19
sub_028,exp1.png,56.0,25
sub_028,exp2.png,57.0,25
sub_028,exp3.png,50.0,25
sub_028,exp4.png,58.0,25
sub_028,exp1.png,55.0,31
sub_028,exp2.png,42.0,31
sub_028,exp3.png,71.0,31
sub_028,exp4.png,41.0,32
sub_028,exp1.png,33.0,37
sub_028,exp2.png,42.0,37
sub_028,exp3.png,73.0,38
sub_028,exp4.png,50.0,38
sub_028,exp1.png,50.0,43
sub_028,exp2.png,50.0,44
sub_028,exp3.png,50.0,44
sub_028,exp4.png,55.0,44
