participant,image_file,estimation_response,block
sub_672,exp1.png,97.0,6
sub_672,exp3.png,100.0,6
sub_672,exp4.png,100.0,7
sub_672,exp1.png,100.0,12
sub_672,exp1.png,100.0,18
sub_672,exp3.png,100.0,19
sub_672,exp1.png,97.0,25
sub_672,exp3.png,97.0,25
sub_672,exp1.png,100.0,31
sub_672,exp2.png,94.0,31
sub_672,exp3.png,100.0,31
sub_672,exp1.png,100.0,37
sub_672,exp2.png,100.0,37
sub_672,exp3.png,100.0,38
sub_672,exp4.png,100.0,38
sub_672,exp1.png,100.0,43
sub_672,exp2.png,100.0,44
sub_672,exp3.png,100.0,44
